" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Varejao                     Anderson Varejao","PF","30","$8,368,182","14.42%","$8,368,182","$8,368,182","$8,368,182","'-",""
"2","Walton                     Luke Walton","SF","32","$6,091,363","10.49%","$6,091,363","$6,091,363","$6,091,363","'-","2013"
"3","Irving                     Kyrie Irving","PG","20","$5,375,760","9.26%","$5,375,760","$5,375,760","$5,375,760","$5,375,760","2028"
"4","Gibson                     Daniel Gibson","SG","26","$4,792,332","8.26%","$4,792,332","$4,792,332","$4,792,332","'-","2013"
"5","Speights                     Marreese Speights","PF","25","$4,200,000","7.24%","$4,200,000","$4,200,000","$4,200,000","'-","2013"
"6","Thompson                     Tristan Thompson","C","21","$3,894,240","6.71%","$3,894,240","$3,894,240","$3,894,240","$3,894,240","2015"
"7","Waiters                     Dion Waiters","SG","21","$3,726,600","6.42%","$3,726,600","$3,726,600","$3,726,600","$3,726,600","2016"
"8","Gee                     Alonzo Gee","SF","25","$3,500,000","6.03%","$3,500,000","$3,500,000","$3,500,000","'-","2014"
"9","Casspi                     Omri Casspi","SF","24","$2,277,306","3.92%","$2,277,306","$2,277,306","$2,277,306","$2,277,306","2013"
"10","Miles                     C.J. Miles","SF","25","$2,225,000","3.83%","$2,225,000","$2,225,000","$2,225,000","'-","2014"
"11","Ellington                     Wayne Ellington","SG","25","$2,083,042","3.59%","$2,083,042","$2,083,042","$2,083,042","$2,083,042","2013"
"12","Zeller                     Tyler Zeller","C","23","$1,563,120","2.69%","$1,563,120","$1,563,120","$1,563,120","$1,563,120","2016"
"13","Livingston                     Shaun Livingston","PG","27","$773,976","1.33%","$773,976","$773,976","$1,108,044","'-","2013"
"14","Jones                     Kevin Jones","PF","23","$390,027","0.67%","$390,027","$390,027","$390,027","'-","2013"
"15","Quinn                     Chris Quinn","PG","29","$145,749","0.25%","$145,749","$145,749","$169,340","'-","2013"
"16","Davis                     Baron Davis","PG","33","'-","'-","'-","'-","$14,750,000","'-",""

