" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Horton-Tucker                     Talen Horton-Tucker","SG","25","$2,296,274","1.48%","","","","","Non-Bird"
"2","Thomas                     Matt Thomas","SG","31","$2,296,274","1.48%","","","","","Non-Bird"

