" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Garland                     Darius Garland","PG","24","$34,005,250","25.00%","$34,005,250","$34,005,250","$34,005,250","$34,005,250","2028"
"2","Mitchell                     Donovan Mitchell","SG","27","$33,162,030","24.38%","$33,162,030","$33,162,030","$32,600,060","$32,600,060","2028"
"3","Allen                     Jarrett Allen","C","25","$20,000,000","14.70%","$20,000,000","$20,000,000","$20,000,000","$20,000,000","2029"
"4","LeVert                     Caris LeVert","SG","29","$15,384,616","11.31%","$15,384,616","$15,384,616","$15,384,616","$15,384,616","2027"
"5","Strus                     Max Strus","SG","27","$14,487,684","10.65%","$14,487,684","$14,487,684","$14,487,684","$14,487,684","2027"
"6","Okoro                     Isaac Okoro","SG","23","$8,920,795","6.56%","$8,920,795","$8,920,795","$8,920,795","$8,920,795","2027"
"7","Mobley                     Evan Mobley","PF","22","$8,882,640","6.53%","$8,882,640","$8,882,640","$8,882,640","$8,882,640","2030"
"8","Niang                     Georges Niang","PF","30","$8,800,000","6.47%","$8,800,000","$8,800,000","$8,800,000","$8,800,000","2026"
"9","Wade                     Dean Wade","PF","27","$5,709,877","4.20%","$5,709,877","$5,709,877","$5,709,877","$5,709,877","2026"
"10","Jones                     Damian Jones","C","28","$2,586,665","1.90%","$2,586,665","$2,586,665","$2,586,665","$2,586,665","2024"
"11","Jerome                     Ty Jerome","SG","26","$2,439,025","1.79%","$2,439,025","$2,439,025","$2,439,025","$2,439,025","2028"
"12","Thompson                     Tristan Thompson","C","32","$2,019,706","1.48%","$2,019,706","$1,656,474","$3,196,448","$3,196,448","2024"
"13","Merrill                     Sam Merrill","SG","27","$1,997,238","1.47%","$1,997,238","$1,997,238","$1,997,238","$1,997,238","2029"
"14","Porter Jr.                     Craig Porter Jr.","G","23","$1,500,000","1.10%","$1,500,000","$1,500,000","$1,500,000","$1,500,000","2027"
"15","Morris Sr.                     Marcus Morris Sr.","SF","34","$197,328","0.15%","$197,328","$197,328","$312,297","$312,297","2024"
"16","Mobley                     Isaiah Mobley","PF","23","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Bates                     Emoni Bates","SG","20","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Nance                     Pete Nance","PF","23","Two-Way","'-","'-","'-","'-","'-","2026"

