" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gilgeous-Alexander                     Shai Gilgeous-Alexander","PG","24","$30,913,750","25.00%","$30,913,750","$30,913,750","$30,913,750","$30,913,750","2031"
"2","Dort                     Luguentz Dort","SG","23","$15,277,778","12.36%","$16,277,778","$15,277,778","$15,277,778","$15,277,778","2027"
"3","Holmgren                     Chet Holmgren","C","20","$9,891,240","8.00%","$9,891,240","$9,891,240","$9,891,240","$9,891,240","2031"
"4","Saric                     Dario Saric","PF","28","$9,240,000","7.47%","$9,240,000","$9,240,000","$3,133,103","$9,240,000","2026"
"5","Giddey                     Josh Giddey","SG","20","$6,287,400","5.08%","$6,287,400","$6,287,400","$6,287,400","$6,287,400","2029"
"6","Dieng                     Ousmane Dieng","SF","19","$4,569,840","3.70%","$4,569,840","$4,569,840","$4,569,840","$4,569,840","2026"
"7","Williams                     Jalen Williams","SF","21","$4,341,480","3.51%","$4,341,480","$4,341,480","$4,341,480","$4,341,480","2031"
"8","Pokusevski                     Aleksej Pokusevski","PF","21","$3,261,480","2.64%","$3,261,480","$3,261,480","$3,261,480","$3,261,480","2024"
"9","Mann                     Tre Mann","PG","21","$3,046,200","2.46%","$3,046,200","$3,046,200","$3,046,200","$3,046,200","2028"
"10","Williams                     Kenrich Williams","PF","28","$2,000,000","1.62%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2027"
"11","Robinson-Earl                     Jeremiah Robinson-Earl","PF","22","$2,000,000","1.62%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2025"
"12","Williams                     Jaylin Williams","C","20","$2,000,000","1.62%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2028"
"13","Waters III                     Lindy Waters III","SF","25","$1,927,896","1.56%","$1,927,896","$1,927,896","$1,927,896","$395,371","2026"
"14","Joe                     Isaiah Joe","SG","23","$1,836,090","1.48%","$1,836,090","$1,836,090","$1,836,090","$1,836,090","2028"
"15","Wiggins                     Aaron Wiggins","SG","24","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2029"
"16","Butler                     Jared Butler","PG","22","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Sarr                     Olivier Sarr","C","23","Two-Way","'-","'-","'-","'-","'-","2023"

