" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Stackhouse                     Jerry Stackhouse","SF","41","$947,276","1.35%","","","","",""
"2","Collins                     Jason Collins","C","28","'-","'-","","","","",""

