" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Harris                     Tobias Harris","PF","30","$37,633,050","30.43%","$37,633,050","$37,633,050","$37,633,050","$37,633,050","2026"
"2","Embiid                     Joel Embiid","C","28","$33,616,770","27.19%","$33,616,770","$33,616,770","$34,466,770","$33,616,770","2029"
"3","Harden                     James Harden","SG","33","$33,000,000","26.69%","$33,000,000","$33,000,000","$33,000,000","$33,000,000","2027"
"4","Tucker                     P.J. Tucker","PF","37","$10,490,000","8.48%","$10,490,000","$10,490,000","$10,490,000","$10,490,000","2025"
"5","Melton                     De'Anthony Melton","SG","24","$8,250,000","6.67%","$8,250,000","$8,250,000","$8,250,000","$8,250,000","2027"
"6","Korkmaz                     Furkan Korkmaz","SG","25","$5,000,000","4.04%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2024"
"7","House Jr.                     Danuel House Jr.","SF","29","$4,105,000","3.32%","$4,105,000","$4,105,000","$4,105,000","$4,105,000","2024"
"8","Niang                     Georges Niang","PF","29","$3,465,000","2.80%","$3,465,000","$3,465,000","$3,465,000","$3,465,000","2026"
"9","Maxey                     Tyrese Maxey","PG","22","$2,726,880","2.21%","$2,726,880","$2,726,880","$2,726,880","$2,726,880","2029"
"10","Harrell                     Montrezl Harrell","C","29","$2,463,490","1.99%","$2,463,490","$2,463,490","$2,463,490","$2,463,490","2024"
"11","Springer                     Jaden Springer","PG","20","$2,125,200","1.72%","$2,125,200","$2,125,200","$2,125,200","$2,125,200","2025"
"12","Milton                     Shake Milton","SG","26","$1,997,718","1.62%","$1,997,718","$1,997,718","$1,997,718","$1,997,718","2023"
"13","McDaniels                     Jalen McDaniels","SF","25","$1,930,681","1.56%","$1,930,681","$1,930,681","$654,656","$1,930,681","2023"
"14","Reed                     Paul Reed","C","23","$1,782,621","1.44%","$1,782,621","$1,782,621","$1,782,621","$1,782,621","2027"
"15","Dedmon                     Dewayne Dedmon","C","33","$580,373","0.47%","$580,373","$580,373","$835,014","$835,014","2023"
"16","King                     Louis King","SF","23","Two-Way","'-","'-","'-","'-","'-","2023"
"17","McClung                     Mac McClung","PG","24","Two-Way","'-","'-","'-","'-","'-","2023"

