" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Irving                     Kyrie Irving","PG","30","$39,060,807","31.59%","$39,635,807","$39,060,807","$13,581,923","$36,503,300","2028"
"2","Doncic                     Luka Doncic","PG","23","$37,096,500","30.00%","$37,096,500","$37,096,500","$37,096,500","$37,096,500","2029"
"3","Hardaway Jr.                     Tim Hardaway Jr.","SG","30","$19,602,273","15.85%","$19,602,273","$19,602,273","$19,602,273","$19,602,273","2026"
"4","Bertans                     Davis Bertans","PF","30","$16,000,000","12.94%","$16,000,000","$16,000,000","$16,000,000","$16,000,000","2025"
"5","Wood                     Christian Wood","C","27","$14,317,459","11.58%","$14,317,459","$14,317,459","$14,317,459","$14,317,459","2023"
"6","Powell                     Dwight Powell","C","31","$11,080,125","8.96%","$11,080,125","$11,080,125","$11,080,125","$11,080,125","2026"
"7","Bullock                     Reggie Bullock","SF","31","$10,012,800","8.10%","$10,012,800","$10,012,800","$10,012,800","$10,012,800","2024"
"8","Kleber                     Maxi Kleber","PF","31","$9,000,000","7.28%","$9,475,000","$9,000,000","$9,000,000","$9,000,000","2026"
"9","McGee                     JaVale McGee","C","35","$5,461,219","4.42%","$5,461,219","$5,461,219","$5,461,219","$5,461,219","2025"
"10","Green                     Josh Green","SG","22","$3,098,400","2.51%","$3,098,400","$3,098,400","$3,098,400","$3,098,400",""
"11","Ntilikina                     Frank Ntilikina","PG","24","$2,036,318","1.65%","$2,036,318","$2,036,318","$2,036,318","$2,036,318","2023"
"12","Morris                     Markieff Morris","PF","33","$1,836,090","1.48%","$1,836,090","$1,836,090","$1,035,418","$2,905,851","2023"
"13","Pinson                     Theo Pinson","SG","27","$1,836,090","1.48%","$1,836,090","$1,836,090","$1,968,175","$1,968,175","2023"
"14","Hardy                     Jaden Hardy","SG","20","$1,017,781","0.82%","$1,017,781","$1,017,781","$1,017,781","$1,017,781",""
"15","Holiday                     Justin Holiday","SG","33","$569,821","0.46%","$569,821","$569,821","$819,832","$819,832","2023"
"16","Wright IV                     McKinley Wright IV","PG","24","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Lawson                     A.J. Lawson","F","22","Two-Way","'-","'-","'-","'-","'-","2026"

