"Player (2)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Hood                   Rodney Hood","SF","32","FA","$2,087,519","1.48%","'-","","","Non-Bird",""
"Moon                   Xavier Moon","SG","30","2W","$1,862,265","1.32%","'-","","","Two-Way",""

