" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Hayward                     Gordon Hayward","SF","28","$31,214,295","30.64%","$31,214,295","$31,214,295","$31,214,295","$31,214,295","2021"
"2","Horford                     Al Horford","C","32","$28,928,709","28.40%","$28,928,709","$28,928,709","$28,928,709","$28,928,709","2027"
"3","Irving                     Kyrie Irving","PG","26","$20,099,188","19.73%","$20,099,188","$20,099,188","$20,099,188","$20,099,188","2028"
"4","Smart                     Marcus Smart","PG","24","$11,660,716","11.45%","$11,660,716","$11,660,716","$11,660,716","$11,160,716","2027"
"5","Tatum                     Jayson Tatum","SF","20","$6,700,800","6.58%","$6,700,800","$6,700,800","$6,700,800","$6,700,800","2030"
"6","Morris Sr.                     Marcus Morris Sr.","PF","29","$5,375,000","5.28%","$5,375,000","$5,375,000","$5,375,000","$5,375,000","2019"
"7","Baynes                     Aron Baynes","C","32","$5,193,600","5.10%","$5,193,600","$5,193,600","$5,193,600","$5,193,600","2020"
"8","Brown                     Jaylen Brown","SG","22","$5,169,960","5.08%","$5,169,960","$5,169,960","$5,169,960","$5,169,960","2029"
"9","Rozier                     Terry Rozier","PG","24","$3,050,390","2.99%","$3,050,390","$3,050,390","$3,050,390","$3,050,390","2026"
"10","Yabusele                     Guerschon Yabusele","PF","23","$2,667,600","2.62%","$2,667,600","$2,667,600","$2,667,600","$2,667,600","2027"
"11","Williams III                     Robert Williams III","PF","21","$1,654,440","1.62%","$1,654,440","$1,654,440","$1,654,440","$1,654,440","2026"
"12","Theis                     Daniel Theis","PF","26","$1,378,242","1.35%","$1,378,242","$1,512,601","$1,378,242","$1,378,242","2019"
"13","Ojeleye                     Semi Ojeleye","PF","24","$1,378,242","1.35%","$1,378,242","$1,378,242","$1,378,242","$1,378,242","2021"
"14","Wanamaker                     Brad Wanamaker","PG","29","$838,464","0.82%","$838,464","$1,512,601","$838,464","$838,464","2019"
"15","Gibson                     Jonathan Gibson","PG","31","$17,092","0.02%","$17,092","$17,092","$17,092","$17,092","2019"
"16","Hunter                     R.J. Hunter","SG","25","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Dozier                     P.J. Dozier","PG","22","Two-Way","'-","'-","'-","'-","'-","2020"

