" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Monroe                     Greg Monroe","C","25","$16,407,500","23.44%","$16,407,500","$16,407,500","$16,407,500","$16,407,500","2018"
"2","Middleton                     Khris Middleton","SF","24","$14,700,000","21.00%","$14,700,000","$14,700,000","$14,700,000","$14,700,000","2026"
"3","Mayo                     O.J. Mayo","SG","28","$8,000,000","11.43%","$8,000,000","$8,000,000","$8,000,000","'-","2016"
"4","Vasquez                     Greivis Vasquez","PG","29","$6,600,000","9.43%","$6,600,000","$6,600,000","$6,600,000","'-","2016"
"5","Parker                     Jabari Parker","PF","20","$5,152,440","7.36%","$5,152,440","$5,152,440","$5,152,440","$5,152,440","2018"
"6","Bayless                     Jerryd Bayless","PG","27","$3,000,000","4.29%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2016"
"7","Henson                     John Henson","PF","25","$2,943,221","4.20%","$2,943,221","$2,943,221","$2,943,221","$2,943,221","2016"
"8","Carter-Williams                     Michael Carter-Williams","PG","24","$2,399,040","3.43%","$2,399,040","$2,399,040","$2,399,040","'-","2017"
"9","Plumlee                     Miles Plumlee","C","27","$2,109,293","3.01%","$2,109,293","$2,109,293","$2,109,293","$2,109,293","2016"
"10","Antetokounmpo                     Giannis Antetokounmpo","SF","21","$1,953,960","2.79%","$1,953,960","$1,953,960","$1,953,960","$1,953,960","2028"
"11","Vaughn                     Rashad Vaughn","SG","19","$1,733,040","2.48%","$1,733,040","$1,733,040","$1,733,040","$1,733,040","2018"
"12","Ennis                     Tyler Ennis","PG","21","$1,662,360","2.37%","$1,662,360","$1,662,360","$1,662,360","'-","2017"
"13","Inglis                     Damien Inglis","SF","20","$855,000","1.22%","$855,000","$855,000","$855,000","'-","2017"
"14","O'Bryant                     Johnny O'Bryant","PF","22","$845,059","1.21%","$845,059","$845,059","$845,059","$845,059","2017"
"15","Novak                     Steve Novak","SF","32","$295,327","0.42%","$295,327","$295,327","$424,903","'-","2016"

