" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","McCollum                     C.J. McCollum","SG","32","$35,802,469","26.32%","$35,802,469","$35,802,469","$35,802,469","$35,802,469","2026"
"2","Williamson                     Zion Williamson","PF","23","$34,005,250","25.00%","$34,005,250","$34,005,250","$34,005,250","$34,005,250","2028"
"3","Ingram                     Brandon Ingram","SF","26","$33,833,400","24.87%","$33,833,400","$33,833,400","$33,833,400","$33,833,400","2028"
"4","Valanciunas                     Jonas Valanciunas","C","31","$15,435,000","11.35%","$15,435,000","$15,435,000","$15,435,000","$15,435,000","2027"
"5","Jones                     Herb Jones","SF","25","$12,015,150","8.83%","$12,015,150","$12,015,150","$12,015,150","$12,015,150","2030"
"6","Nance Jr.                     Larry Nance Jr.","PF","31","$10,375,000","7.63%","$10,375,000","$10,375,000","$10,375,000","$10,375,000","2026"
"7","Daniels                     Dyson Daniels","PG","20","$5,784,120","4.25%","$5,784,120","$5,784,120","$5,784,120","$5,784,120","2030"
"8","Hawkins                     Jordan Hawkins","SG","21","$4,310,160","3.17%","$4,310,160","$4,310,160","$4,310,160","$4,310,160","2027"
"9","Murphy III                     Trey Murphy III","SF","23","$3,359,280","2.47%","$3,359,280","$3,359,280","$3,359,280","$3,359,280","2029"
"10","Zeller                     Cody Zeller","C","31","$2,019,706","1.48%","$2,019,706","$2,019,706","$3,196,448","$3,196,448","2024"
"11","Marshall                     Naji Marshall","SF","26","$1,930,681","1.42%","$1,930,681","$1,925,133","$1,930,681","$1,930,681","2027"
"12","Alvarado                     Jose Alvarado","PG","25","$1,836,096","1.35%","$1,836,096","$1,817,102","$1,836,096","$1,836,096","2027"
"13","Liddell                     E.J. Liddell","PF","23","$1,801,769","1.32%","$1,801,769","$1,801,769","$1,801,769","$1,801,769","2026"
"14","Ryan                     Matt Ryan","SF","26","$1,500,000","1.10%","$1,500,000","$1,500,000","$1,500,000","$1,500,000","2026"
"15","Robinson-Earl                     Jeremiah Robinson-Earl","PF","23","$648,843","0.48%","$648,843","$648,843","$648,843","$648,843","2025"
"16","Hill                     Malcolm Hill","G","28","Two-Way","'-","'-","'-","'-","'-","2025"
"17","Seabron                     Dereon Seabron","SG","23","Two-Way","'-","'-","'-","'-","'-","2024"

