" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Turner                     Evan Turner","SF","32","$27,909,834","25.57%","","","","","Bird"
"2","Brooks                     Aaron Brooks","PG","36","$1,620,564","1.48%","","","","",""

