" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Gasol                     Pau Gasol","C","38","$15,925,144","15.63%","$15,925,144","$15,925,144","$15,925,144","'-"
"2","Ginobili                     Manu Ginobili","SG","41","$2,500,000","2.45%","$2,500,000","$2,500,000","$2,500,000","'-"
"3","Duncan                     Tim Duncan","PF","42","$1,881,250","1.85%","$1,881,250","$1,881,250","$1,881,250","'-"

