" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Abrines                     Alex Abrines","SG","26","$3,575,183","3.51%","$3,575,183","$3,575,183","$3,575,183","'-"
"2","Singler                     Kyle Singler","SF","30","$999,200","0.98%","$999,200","$999,200","$999,200","'-"
"3","Hopson                     Scotty Hopson","SF","29","$85,458","0.08%","$85,458","$85,458","$85,458","$85,458"
"4","Solomon                     Richard Solomon","PF","26","$47,371","0.05%","$47,371","$85,458","$47,371","$47,371"

