" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Love                     Kevin Love","C","31","$28,942,830","26.52%","$28,942,830","$28,942,830","$27,133,903","$28,942,830","2026"
"2","Drummond                     Andre Drummond","C","26","$27,950,199","25.61%","$27,950,199","$27,950,199","$9,021,439","$27,093,019","2021"
"3","Thompson                     Tristan Thompson","C","28","$18,539,130","16.99%","$18,539,130","$18,539,130","$17,380,434","$18,539,130","2020"
"4","Nance Jr.                     Larry Nance Jr.","PF","27","$12,727,273","11.66%","$12,727,273","$12,727,273","$11,931,818","$12,727,273","2026"
"5","Dellavedova                     Matthew Dellavedova","PG","29","$9,607,500","8.80%","$9,607,500","$9,607,500","$9,007,031","$9,607,500","2020"
"6","Exum                     Dante Exum","PG","24","$9,600,000","8.80%","$11,000,000","$9,600,000","$5,843,679","$9,100,000","2026"
"7","Garland                     Darius Garland","PG","20","$6,400,920","5.86%","$6,400,920","$6,400,920","$6,400,920","$6,400,920","2028"
"8","Sexton                     Collin Sexton","PG","21","$4,764,960","4.37%","$4,764,960","$4,764,960","$4,467,150","$4,764,960","2026"
"9","Osman                     Cedi Osman","SF","24","$2,907,143","2.66%","$2,907,143","$2,907,143","$2,725,447","$2,907,143",""
"10","Zizic                     Ante Zizic","C","23","$2,281,800","2.09%","$2,281,800","$2,281,800","$2,139,188","$2,281,800","2020"
"11","Windler                     Dylan Windler","SF","23","$2,035,800","1.87%","$2,035,800","$2,035,800","$1,908,563","$2,035,800","2023"
"12","McKinnie                     Alfonzo McKinnie","PF","27","$1,500,000","1.37%","$1,500,000","$1,500,000","$1,406,250","$1,500,000","2023"
"13","Porter Jr.                     Kevin Porter Jr.","SF","19","$1,290,960","1.18%","$1,290,960","$1,286,508","$1,290,960","$1,290,960","2027"
"14","Wade                     Dean Wade","PF","23","$375,000","0.34%","$375,000","$375,000","$375,000","$375,000","2026"
"15","Bell                     Jordan Bell","C","25","$250,000","0.23%","$250,000","$250,000","$250,000","$250,000","2021"
"16","Mooney                     Matt Mooney","G","24","Two-Way","'-","'-","'-","'-","'-","2021"

