" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Turkoglu                     Hedo Turkoglu","SF","33","$11,815,850","20.36%","$11,815,850","$11,815,850","$11,815,850","'-","2013"
"2","Nelson                     Jameer Nelson","PG","30","$8,600,000","14.82%","$8,600,000","$8,600,000","$8,600,000","$8,600,000","2014"
"3","Afflalo                     Arron Afflalo","SG","27","$7,750,000","13.35%","$7,750,000","$7,750,000","$7,750,000","'-","2015"
"4","Udrih                     Beno Udrih","PG","30","$7,372,200","12.70%","$7,372,200","$7,372,200","$7,372,200","'-","2013"
"5","Harrington                     Al Harrington","PF","32","$6,687,400","11.52%","$6,687,400","$6,687,400","$6,687,400","'-","2013"
"6","Davis                     Glen Davis","PF","27","$6,400,000","11.03%","$6,400,000","$6,400,000","$6,400,000","'-","2015"
"7","Harkless                     Maurice Harkless","SF","19","$1,731,960","2.98%","$1,731,960","$1,731,960","$1,731,960","$1,731,960","2016"
"8","Vucevic                     Nikola Vucevic","C","22","$1,719,480","2.96%","$1,719,480","$1,719,480","$1,719,480","$1,719,480",""
"9","Harris                     Tobias Harris","PF","20","$1,482,000","2.55%","$1,482,000","$1,482,000","$1,482,000","$1,482,000","2026"
"10","Nicholson                     Andrew Nicholson","PF","23","$1,418,160","2.44%","$1,418,160","$1,418,160","$1,418,160","$1,418,160","2016"
"11","O'Quinn                     Kyle O'Quinn","C","22","$788,872","1.36%","$788,872","$788,872","$788,872","$788,872","2015"
"12","Moore                     E'Twaun Moore","SG","23","$762,195","1.31%","$762,195","$762,195","$762,195","$762,195","2014"
"13","Lamb                     Doron Lamb","SG","21","$650,000","1.12%","$650,000","$650,000","$650,000","'-","2014"
"14","Jones                     DeQuan Jones","SF","22","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2013"
"15","Arenas                     Gilbert Arenas","SG","31","'-","'-","'-","'-","$20,807,922","'-",""

