" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lewis                     Rashard Lewis","PF","32","$21,136,631","36.41%","$21,136,631","$21,136,631","$17,012,410","'-","2013"
"2","Hilario                     Nene Hilario","C","29","$13,000,000","22.40%","$13,000,000","$13,000,000","$10,463,415","'-","2016"
"3","Ariza                     Trevor Ariza","SF","26","$6,790,640","11.70%","$6,790,640","$6,790,640","$5,465,637","$5,465,637","2014"
"4","Blatche                     Andray Blatche","C","25","$6,442,083","11.10%","$6,442,083","$6,442,083","$5,185,091","'-","2012"
"5","Wall                     John Wall","PG","21","$5,530,080","9.53%","$5,530,080","$5,530,080","$4,451,040","$4,451,040",""
"6","Young                     Nick Young","SG","26","$3,695,857","6.37%","$3,695,857","$3,695,857","$2,974,714","'-","2012"
"7","Vesely                     Jan Vesely","SF","21","$3,065,040","5.28%","$3,065,040","$3,065,040","$2,466,983","'-","2014"
"8","Seraphin                     Kevin Seraphin","PF","22","$1,680,360","2.90%","$1,680,360","$1,680,360","$1,352,485","$1,352,485","2014"
"9","Singleton                     Chris Singleton","SF","22","$1,485,000","2.56%","$1,485,000","$1,485,000","$1,195,244","'-","2014"
"10","Booker                     Trevor Booker","PF","24","$1,294,920","2.23%","$1,294,920","$1,294,920","$1,042,253","'-","2014"
"11","Crawford                     Jordan Crawford","SG","23","$1,120,440","1.93%","$1,120,440","$1,120,440","$901,818","$901,818","2014"
"12","Evans                     Maurice Evans","SG","","$854,389","1.47%","$854,389","$854,389","$984,499","'-","2012"
"13","Mack                     Shelvin Mack","PG","21","$473,604","0.82%","$473,604","$473,604","$381,193","$381,193","2012"
"14","Singleton                     James Singleton","SF","","$82,683","0.14%","$82,683","$82,683","$82,683","'-","2012"
"15","Ubiles                     Edwin Ubiles","SG","","$43,056","0.07%","$43,056","$43,056","$43,056","'-","2011"
"16","Almond                     Morris Almond","SG","26","$6,890","0.01%","$6,890","$6,890","$6,890","'-","2012"

