" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Wade                     Dwyane Wade","SG","38","$1,620,564","1.48%","","","","",""
"2","Babbitt                     Luke Babbitt","SF","30","$1,620,564","1.48%","","","","",""
"3","Mickey                     Jordan Mickey","PF","25","$1,620,564","1.48%","","","","",""

