" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Vucevic                     Nikola Vucevic","C","25","$11,250,000","16.07%","$11,250,000","$11,250,000","$11,250,000","$11,250,000","2019"
"2","Jennings                     Brandon Jennings","PG","26","$8,344,497","11.92%","$8,344,497","$8,344,497","$2,797,861","'-","2016"
"3","Ilyasova                     Ersan Ilyasova","PF","28","$7,900,000","11.29%","$7,900,000","$7,900,000","$7,900,000","'-","2017"
"4","Oladipo                     Victor Oladipo","SG","23","$5,192,520","7.42%","$5,192,520","$5,192,520","$5,192,520","$5,192,520",""
"5","Watson                     C.J. Watson","PG","31","$5,000,000","7.14%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2018"
"6","Smith                     Jason Smith","PF","29","$4,300,000","6.14%","$4,300,000","$4,300,000","$4,300,000","$4,300,000","2016"
"7","Gordon                     Aaron Gordon","PF","20","$4,171,680","5.96%","$4,171,680","$4,171,680","$4,171,680","$4,171,680","2029"
"8","Hezonja                     Mario Hezonja","SG","20","$3,741,480","5.35%","$3,741,480","$3,741,480","$3,741,480","$3,741,480","2018"
"9","Payton                     Elfrid Payton","PG","21","$2,505,720","3.58%","$2,505,720","$2,505,720","$2,505,720","$2,505,720","2018"
"10","Nicholson                     Andrew Nicholson","PF","26","$2,380,593","3.40%","$2,380,593","$2,380,593","$2,380,593","$2,380,593","2016"
"11","Fournier                     Evan Fournier","SG","23","$2,288,204","3.27%","$2,288,204","$2,288,204","$2,288,204","$2,288,204","2016"
"12","Napier                     Shabazz Napier","PG","24","$1,294,440","1.85%","$1,294,440","$1,294,440","$1,078,700","$1,294,440","2018"
"13","Cunningham                     Jared Cunningham","SG","24","$947,276","1.35%","$947,276","$947,276","$317,495","'-","2016"
"14","Dedmon                     Dewayne Dedmon","C","26","$947,276","1.35%","$947,276","$947,276","$947,276","'-","2016"
"15","Marble                     Roy Devyn Marble","SF","23","$845,059","1.21%","$845,059","$845,059","$845,059","'-","2017"

