" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Fernandez                     Rudy Fernandez","SG","","$5,451,108","8.64%","","","","",""
"2","Vesely                     Jan Vesely","SF","24","$4,236,287","6.72%","","","","",""

