" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Haslem                     Udonis Haslem","PF","44","$2,087,519","1.48%","","","","","Bird"
"2","Wade                     Dwyane Wade","SG","43","$2,087,519","1.48%","","","","","Early Bird"
"3","Mickey                     Jordan Mickey","PF","30","$2,087,519","1.48%","","","","","Non-Bird"

