" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gilgeous-Alexander                     Shai Gilgeous-Alexander","PG","29","$61,005,000","35.00%","$61,005,000","$61,005,000","$61,005,000","$61,005,000","2031"
"2","Holmgren                     Chet Holmgren","C","25","$44,820,000","25.71%","$44,820,000","$44,820,000","$44,820,000","$44,820,000","2031"
"3","Williams                     Jalen Williams","SF","26","$44,820,000","25.71%","$44,820,000","$44,820,000","$44,820,000","$44,820,000","2031"
"4","Caruso                     Alex Caruso","SG","33","$20,998,320","12.05%","$20,998,320","$20,998,320","$20,998,320","$20,998,320","2029"
"5","Joe                     Isaiah Joe","SG","28","$11,323,006","6.50%","$11,323,006","$11,323,006","$11,323,006","'-","2028"
"6","Wiggins                     Aaron Wiggins","SG","29","$8,345,797","4.79%","$8,345,797","$8,345,797","$7,990,655","$7,990,655","2029"
"7","Williams                     Jaylin Williams","C","25","$7,774,648","4.46%","$7,774,648","$7,774,648","$7,774,648","'-","2028"
"8","Topic                     Nikola Topic","PG","22","$7,482,210","4.29%","$7,482,210","$7,482,210","$7,482,210","$7,482,210","2028"
"9","Sorber                     Thomas Sorber","C","22","$5,120,400","2.94%","$5,120,400","$5,120,400","$5,120,400","'-","2029"
"10","Mitchell                     Ajay Mitchell","PG","25","$2,850,000","1.64%","$2,850,000","$2,850,000","$2,850,000","'-","2028"

