" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","PF","41","$52,627,153","34.03%","$52,627,153","$52,627,153","$52,627,153","$52,627,153","2026"
"2","Doncic                     Luka Doncic","PG","26","$45,999,660","29.74%","$45,999,660","$45,999,660","$45,999,660","$45,999,660","2029"
"3","Hachimura                     Rui Hachimura","PF","27","$18,259,259","11.81%","$18,259,259","$18,259,259","$18,259,259","$18,259,259","2026"
"4","Reaves                     Austin Reaves","SG","27","$13,937,574","9.01%","$13,937,574","$13,937,574","$13,937,574","$13,937,574","2027"
"5","Vanderbilt                     Jarred Vanderbilt","PF","26","$11,571,429","7.48%","$11,571,429","$11,571,429","$11,571,429","$11,571,429","2028"
"6","Kennard                     Luke Kennard","SG","29","$11,000,000","7.11%","$11,000,000","$11,000,000","$6,827,586","$11,000,000","2026"
"7","Kleber                     Maxi Kleber","PF","34","$11,000,000","7.11%","$11,000,000","$11,000,000","$11,000,000","$11,000,000","2026"
"8","Ayton                     Deandre Ayton","C","27","$8,104,000","5.24%","$8,104,000","$8,104,000","$8,104,000","$8,104,000","2027"
"9","LaRavia                     Jake LaRavia","PF","24","$6,000,000","3.88%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2027"
"10","Smart                     Marcus Smart","PG","31","$5,134,000","3.32%","$5,134,000","$5,134,000","$5,134,000","$5,134,000","2027"
"11","Knecht                     Dalton Knecht","SF","24","$4,010,160","2.59%","$4,010,160","$4,010,160","$4,010,160","$4,010,160","2028"
"12","Hayes                     Jaxson Hayes","C","25","$3,449,323","2.23%","$3,449,323","$3,439,411","$3,449,323","$3,449,323","2026"
"13","James                     Bronny James","PG","21","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2028"
"14","Thiero                     Adou Thiero","SF","21","$1,272,870","0.82%","$1,272,870","$1,272,870","$1,272,870","$1,272,870","2028"
"15","Bufkin                     Kobe Bufkin","PG","22","$844,607","0.55%","$844,607","$844,607","$844,607","$844,607","2027"

