"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Sengun                   Alperen Sengun","C","27","RK-EXT","$39,036,697","20.31%","$39,036,697","'-","'-","'-","$39,036,697"
"Smith Jr.                   Jabari Smith Jr.","PF","26","RK-EXT","$25,534,883","13.29%","$25,534,883","'-","'-","'-","$25,534,883"

