" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Swanigan                     Caleb Swanigan","PF","24","$3,863,004","3.44%","","","","",""
"2","Leaf                     TJ Leaf","PF","24","$1,789,256","1.59%","","","","",""
"3","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","27","$1,669,178","1.48%","","","","",""

