" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gilgeous-Alexander                     Shai Gilgeous-Alexander","PG","26","$35,859,950","25.51%","$35,859,950","$35,859,950","$35,859,950","$35,859,950","2031"
"2","Hartenstein                     Isaiah Hartenstein","C","26","$30,000,000","21.34%","$30,000,000","$30,000,000","$30,000,000","$30,000,000","2027"
"3","Dort                     Luguentz Dort","SG","25","$17,000,000","12.09%","$17,500,000","$17,000,000","$17,000,000","$16,500,000","2027"
"4","Joe                     Isaiah Joe","SG","25","$12,991,650","9.24%","$12,991,650","$12,991,650","$12,991,650","$12,991,650","2028"
"5","Wiggins                     Aaron Wiggins","SG","26","$10,981,303","7.81%","$10,981,303","$10,981,303","$10,981,303","$10,514,017","2029"
"6","Holmgren                     Chet Holmgren","C","22","$10,880,640","7.74%","$10,880,640","$10,880,640","$10,880,640","$10,880,640","2031"
"7","Caruso                     Alex Caruso","SG","30","$9,890,000","7.03%","$9,890,000","$9,890,000","$9,890,000","$9,890,000","2029"
"8","Williams                     Kenrich Williams","PF","30","$6,669,000","4.74%","$6,669,000","$6,669,000","$6,669,000","$6,669,000","2027"
"9","Wallace                     Cason Wallace","PG","21","$5,555,880","3.95%","$5,555,880","$5,555,880","$5,555,880","$5,555,880","2027"
"10","Dieng                     Ousmane Dieng","SF","21","$5,027,040","3.58%","$5,027,040","$5,027,040","$5,027,040","$5,027,040","2026"
"11","Topic                     Nikola Topic","PG","19","$4,935,960","3.51%","$4,935,960","$4,935,960","$4,935,960","$4,935,960","2028"
"12","Williams                     Jalen Williams","SF","23","$4,775,760","3.40%","$4,775,760","$4,775,760","$4,775,760","$4,775,760","2031"
"13","Mitchell                     Ajay Mitchell","PG","22","$3,000,000","2.13%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2028"
"14","Jones                     Dillon Jones","SF","23","$2,622,360","1.87%","$2,622,360","$2,622,360","$2,622,360","$2,622,360","2028"
"15","Williams                     Jaylin Williams","C","22","$2,019,699","1.44%","$2,019,699","$2,019,699","$2,019,699","$2,019,699","2028"
"16","Flagler                     Adam Flagler","G","25","Two-Way","'-","'-","'-","'-","'-","2025"
"17","Carlson                     Branden Carlson","C","25","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Ducas                     Alex Ducas","G","24","Two-Way","'-","'-","'-","'-","'-","2025"

