" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Johnson                     Amir Johnson","PF","28","$12,000,000","17.14%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2017"
"2","Bradley                     Avery Bradley","SG","25","$7,730,337","11.04%","$7,730,337","$7,730,337","$7,730,337","$7,730,337","2018"
"3","Thomas                     Isaiah Thomas","PG","26","$6,912,869","9.88%","$6,912,869","$6,912,869","$6,912,869","$6,912,869","2018"
"4","Crowder                     Jae Crowder","SF","25","$6,796,117","9.71%","$6,796,117","$6,796,117","$6,796,117","$6,796,117","2020"
"5","Jerebko                     Jonas Jerebko","PF","28","$5,000,000","7.14%","$5,000,000","$5,000,000","$5,000,000","'-","2017"
"6","Smart                     Marcus Smart","PG","21","$3,431,040","4.90%","$3,431,040","$3,431,040","$3,431,040","$3,431,040","2027"
"7","Turner                     Evan Turner","SG","27","$3,425,510","4.89%","$3,425,510","$3,425,510","$3,425,510","$3,425,510","2016"
"8","Zeller                     Tyler Zeller","C","26","$2,616,975","3.74%","$2,616,975","$2,616,975","$2,616,975","$2,616,975","2016"
"9","Sullinger                     Jared Sullinger","PF","23","$2,269,260","3.24%","$2,269,260","$2,269,260","$2,269,260","'-","2016"
"10","Olynyk                     Kelly Olynyk","C","24","$2,165,160","3.09%","$2,165,160","$2,165,160","$2,165,160","$2,165,160","2026"
"11","Rozier                     Terry Rozier","PG","21","$1,824,360","2.61%","$1,824,360","$1,824,360","$1,824,360","$1,824,360","2026"
"12","Young                     James Young","SG","20","$1,749,840","2.50%","$1,749,840","$1,749,840","$1,749,840","'-","2017"
"13","Mickey                     Jordan Mickey","PF","21","$1,170,960","1.67%","$1,170,960","$1,170,960","$1,170,960","$1,170,960","2019"
"14","Hunter                     R.J. Hunter","SG","22","$1,148,640","1.64%","$1,148,640","$1,148,640","$1,148,640","'-","2019"
"15","Holland                     John Holland","SF","27","$9,266","0.01%","$9,266","$9,266","$9,266","'-","2017"

