"Player (5)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Pritchard                   Payton Pritchard","PG","31","RK-EXT","$15,776,785","8.62%","'-","","","Bird",""
"Scheierman                   Baylor Scheierman","SG","28","RK-1ST","$14,858,979","8.12%","$7,924,789","","","Restricted Bird",""
"Griffin                   Blake Griffin","C","39","FA","$2,717,496","1.48%","'-","","","Non-Bird",""
"Craig                   Torrey Craig","SF","38","ROS","$2,717,496","1.48%","'-","","","Non-Bird",""
"Kabengele                   Mfiondu Kabengele","PF","31","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $10,544,534"," "," "," "," "," "," "

