" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Holiday                     Jrue Holiday","SG","27","$25,686,667","25.92%","$25,686,667","$25,686,667","$25,686,667","$24,666,667","2028"
"2","Davis                     Anthony Davis","PF","24","$23,775,506","23.99%","$23,775,506","$23,775,506","$23,775,506","$23,775,506","2028"
"3","Cousins                     DeMarcus Cousins","C","27","$18,063,850","18.23%","$18,063,850","$18,063,850","$18,063,850","$18,063,850","2018"
"4","Mirotic                     Nikola Mirotic","PF","26","$12,500,000","12.61%","$12,500,000","$12,500,000","$4,872,881","$12,500,000","2019"
"5","Hill                     Solomon Hill","SF","26","$12,236,535","12.35%","$12,236,535","$12,236,535","$12,236,535","$12,236,535","2020"
"6","Moore                     E'Twaun Moore","SG","28","$8,445,024","8.52%","$8,445,024","$8,445,024","$8,445,024","$8,445,024","2020"
"7","Ajinca                     Alexis Ajinca","C","29","$4,961,798","5.01%","$5,186,798","$4,961,798","$4,961,798","$4,961,798","2019"
"8","Rondo                     Rajon Rondo","PG","31","$3,300,000","3.33%","$3,300,000","$3,300,000","$3,300,000","$3,300,000","2018"
"9","Miller                     Darius Miller","SF","27","$2,100,000","2.12%","$2,100,000","$2,100,000","$2,100,000","$2,100,000","2019"
"10","Clark                     Ian Clark","SG","26","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,577,230","$1,577,230","2018"
"11","Diallo                     Cheick Diallo","PF","21","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2019"
"12","Jackson                     Frank Jackson","PG","19","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2020"
"13","Okafor                     Emeka Okafor","C","35","$592,030","0.60%","$592,030","$592,030","$592,030","$592,030","2019"
"14","Liggins                     DeAndre Liggins","SG","29","$588,120","0.59%","$588,120","$588,120","$588,120","$588,120","2019"
"15","Crawford                     Jordan Crawford","SG","29","$58,190","0.06%","$58,190","$58,190","$67,609","$67,609","2018"
"16","Cooke                     Charles Cooke","G","23","Two-Way","'-","'-","'-","'-","'-","2018"

