" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Ross                     Terrence Ross","SF","32","$2,087,519","1.53%","","","","","Non-Bird"
"2","Lundberg                     Gabriel Lundberg","G","29","$1,801,769","1.32%","","","","","Two-Way"

