" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Isaac                     Jonathan Isaac","PF","27","$27,600,000","19.63%","$27,600,000","$27,600,000","$27,600,000","$25,000,000","2029"
"2","Caldwell-Pope                     Kentavious Caldwell-Pope","SG","31","$22,757,000","16.19%","$22,757,000","$22,757,000","$22,757,000","$22,757,000","2027"
"3","Anthony                     Cole Anthony","PG","24","$12,900,000","9.18%","$12,900,000","$12,900,000","$12,900,000","$12,900,000","2027"
"4","Banchero                     Paolo Banchero","PF","22","$12,160,800","8.65%","$12,160,800","$12,160,800","$12,160,800","$12,160,800","2031"
"5","Carter Jr.                     Wendell Carter Jr.","C","25","$11,950,000","8.50%","$11,950,000","$11,950,000","$11,950,000","$11,950,000","2029"
"6","Wagner                     Moritz Wagner","C","27","$11,000,000","7.82%","$11,000,000","$11,000,000","$11,000,000","$11,000,000","2026"
"7","Suggs                     Jalen Suggs","SG","23","$9,188,385","6.54%","$9,188,385","$9,188,385","$9,188,385","$9,188,385","2030"
"8","Bitadze                     Goga Bitadze","C","25","$9,057,971","6.44%","$9,057,971","$9,057,971","$9,057,971","$9,057,971","2027"
"9","Black                     Anthony Black","SG","21","$7,607,760","5.41%","$7,607,760","$7,607,760","$7,607,760","$7,607,760","2027"
"10","Harris                     Gary Harris","SG","30","$7,500,000","5.33%","$7,500,000","$7,500,000","$7,500,000","$7,500,000","2027"
"11","Wagner                     Franz Wagner","SF","23","$7,007,092","4.98%","$7,007,092","$7,007,092","$7,007,092","$7,007,092","2030"
"12","Howard                     Jett Howard","SG","21","$5,278,320","3.75%","$5,278,320","$5,278,320","$5,278,320","$5,278,320","2026"
"13","Da Silva                     Tristan Da Silva","SF","23","$3,628,440","2.58%","$3,628,440","$3,628,440","$3,628,440","$3,628,440","2028"
"14","Joseph                     Cory Joseph","PG","33","$3,303,771","2.35%","$3,303,771","$3,303,771","$3,303,771","$3,303,771","2026"
"15","Houstan                     Caleb Houstan","SF","22","$2,019,699","1.44%","$2,019,699","$2,019,699","$2,019,699","$2,019,699","2026"
"16","Queen                     Trevelin Queen","SG","27","Two-Way","'-","'-","'-","'-","'-","2025"
"17","McClung                     Mac McClung","PG","26","Two-Way","'-","'-","'-","'-","'-","2025"
"18","Thompson                     Ethan Thompson","SG","25","Two-Way","'-","'-","'-","'-","'-","2027"

