" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Vucevic                     Nikola Vucevic","C","29","$28,000,000","25.66%","$28,000,000","$28,000,000","$26,250,000","$28,000,000","2023"
"2","Gordon                     Aaron Gordon","PF","24","$19,863,636","18.20%","$20,863,636","$19,863,636","$18,622,159","$19,863,636","2029"
"3","Fournier                     Evan Fournier","SG","27","$17,150,000","15.71%","$18,600,000","$17,150,000","$16,228,125","$17,000,000","2021"
"4","Ross                     Terrence Ross","SG","28","$12,500,000","11.45%","$13,500,000","$12,500,000","$11,718,750","$12,500,000","2023"
"5","Fultz                     Markelle Fultz","PG","21","$9,745,200","8.93%","$9,745,200","$9,745,200","$9,136,125","$9,745,200",""
"6","Aminu                     Al-Farouq Aminu","PF","29","$9,258,000","8.48%","$9,258,000","$9,258,000","$8,679,375","$9,258,000","2022"
"7","Augustin                     D.J. Augustin","PG","32","$7,250,000","6.64%","$7,250,000","$7,250,000","$6,796,875","$7,250,000","2020"
"8","Isaac                     Jonathan Isaac","PF","22","$5,806,440","5.32%","$5,806,440","$5,806,440","$5,443,538","$5,806,440","2029"
"9","Bamba                     Mohamed Bamba","C","21","$5,697,600","5.22%","$5,697,600","$5,697,600","$5,341,500","$5,697,600","2021"
"10","Birch                     Khem Birch","C","27","$3,000,000","2.75%","$3,000,000","$3,000,000","$2,812,500","$3,000,000","2021"
"11","Ennis III                     James Ennis III","SF","29","$1,882,867","1.73%","$1,882,867","$1,882,867","$626,958","$1,882,867","2021"
"12","Carter-Williams                     Michael Carter-Williams","PG","28","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,901,807","$2,028,594","2020"
"13","Iwundu                     Wesley Iwundu","SF","25","$1,618,520","1.48%","$1,618,520","$1,618,520","$1,517,363","$1,620,564","2020"
"14","Frazier Jr.                     Melvin Frazier Jr.","SF","23","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2021"
"15","Clark                     Gary Clark","SF","25","$555,409","0.51%","$555,409","$555,409","$555,409","$555,409","2020"
"16","Johnson                     B.J. Johnson","SF","24","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Law                     Vic Law","SG","24","Two-Way","'-","'-","'-","'-","'-","2020"

