" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Hardaway Jr.                     Tim Hardaway Jr.","SG","29","$21,306,816","18.95%","$21,306,816","$21,306,816","$21,306,816","$21,306,816","2026"
"2","Dinwiddie                     Spencer Dinwiddie","PG","28","$19,314,284","17.18%","$19,714,285","$19,314,284","$7,984,235","$17,142,857","2024"
"3","Bertans                     Davis Bertans","PF","29","$16,000,000","14.23%","$16,000,000","$16,000,000","$5,425,287","$16,000,000","2025"
"4","Powell                     Dwight Powell","C","30","$11,080,125","9.86%","$11,080,125","$11,080,125","$11,080,125","$11,080,125","2026"
"5","Doncic                     Luka Doncic","PG","22","$10,174,391","9.05%","$10,174,391","$10,174,391","$10,174,391","$10,174,391","2029"
"6","Bullock                     Reggie Bullock","SF","30","$9,536,000","8.48%","$9,536,000","$9,536,000","$9,536,000","$9,536,000","2024"
"7","Kleber                     Maxi Kleber","PF","30","$8,750,000","7.78%","$9,225,000","$8,750,000","$8,750,000","$8,650,000","2026"
"8","Finney-Smith                     Dorian Finney-Smith","SF","28","$4,000,000","3.56%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2029"
"9","Marjanovic                     Boban Marjanovic","C","33","$3,500,000","3.11%","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2023"
"10","Burke                     Trey Burke","PG","29","$3,150,000","2.80%","$3,150,000","$3,150,000","$3,150,000","$3,150,000","2023"
"11","Brown                     Sterling Brown","SG","26","$3,000,000","2.67%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2023"
"12","Green                     Josh Green","SG","21","$2,957,520","2.63%","$2,957,520","$2,957,520","$2,957,520","$2,957,520",""
"13","Brunson                     Jalen Brunson","PG","25","$1,802,057","1.60%","$1,802,057","$1,802,057","$1,802,057","$1,802,057","2029"
"14","Ntilikina                     Frank Ntilikina","PG","23","$1,789,256","1.59%","$1,789,256","$1,789,256","$1,789,256","$1,789,256","2023"
"15","Chriss                     Marquese Chriss","SF","24","$958,529","0.85%","$958,529","$958,529","$958,529","$958,529","2023"
"16","Pinson                     Theo Pinson","SG","26","Two-Way","'-","'-","'-","'-","'-","2022"
"17","Wright                     Moses Wright","F","23","Two-Way","'-","'-","'-","'-","'-","2022"

