" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Melli                     Nicolo Melli","PF","35","$5,066,667","3.28%","","","","","Early Bird"
"2","Jones                     Kai Jones","PF","25","$2,296,274","1.48%","","","","","Two-Way"
"3","Pinson                     Theo Pinson","SG","30","$2,296,271","1.48%","","","","","Early Bird"
"4","Brown III                     Greg Brown III","PF","24","$2,048,494","1.32%","","","","","Two-Way"
"5","Wright IV                     McKinley Wright IV","PG","27","$2,048,491","1.32%","","","","","Two-Way"
"6","Wright                     Moses Wright","F","27","$2,048,491","1.32%","","","","","Two-Way"

