"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Barnes                   Scottie Barnes","PF","28","DRK-EXT","$51,033,510","26.56%","$51,033,510","'-","'-","'-","$51,033,510"
"Poeltl                   Jakob Poeltl","C","34","VET-EXT","$27,300,000","14.21%","$27,300,000","'-","'-","'-","$5,000,000"

