" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Davis                     Anthony Davis","C","23","$22,116,750","23.49%","$22,116,750","$22,116,750","$22,116,750","$22,116,750","2028"
"2","Cousins                     DeMarcus Cousins","C","26","$16,957,900","18.01%","$16,957,900","$16,957,900","$5,785,636","$5,785,636","2018"
"3","Holiday                     Jrue Holiday","PG","26","$11,286,518","11.99%","$11,786,518","$11,286,518","$11,286,518","$11,286,518","2028"
"4","Hill                     Solomon Hill","SF","25","$11,241,218","11.94%","$11,241,218","$11,241,218","$11,241,218","$11,241,218","2020"
"5","Asik                     Omer Asik","C","30","$9,904,494","10.52%","$10,904,494","$9,904,494","$9,904,494","$9,904,494","2020"
"6","Moore                     E'Twaun Moore","SG","27","$8,081,363","8.58%","$8,081,363","$8,081,363","$8,081,363","$8,081,363","2020"
"7","Ajinca                     Alexis Ajinca","C","28","$4,713,203","5.01%","$4,863,203","$4,713,203","$4,713,203","$4,713,203","2019"
"8","Pondexter                     Quincy Pondexter","SG","28","$3,617,978","3.84%","$3,617,978","$3,617,978","$3,617,978","$3,617,978","2018"
"9","Cunningham                     Dante Cunningham","PF","29","$2,978,250","3.16%","$2,978,250","$2,978,250","$2,978,250","'-","2018"
"10","Frazier                     Tim Frazier","PG","26","$2,090,000","2.22%","$2,090,000","$2,090,000","$2,090,000","$2,090,000","2018"
"11","Motiejunas                     Donatas Motiejunas","PF","26","$576,724","0.61%","$576,724","$576,724","$618,212","$618,212","2017"
"12","Diallo                     Cheick Diallo","PF","20","$543,471","0.58%","$543,471","$543,471","$543,471","$543,471","2019"
"13","Crawford                     Jordan Crawford","SG","28","$173,099","0.18%","$173,099","$173,099","$173,099","$173,099","2018"
"14","Toupane                     Axel Toupane","SG","24","$25,725","0.03%","$25,725","$28,836","$25,725","$25,725","2018"
"15","Cook                     Quinn Cook","PG","23","$15,984","0.02%","$15,984","$28,836","$15,984","$15,984","2018"

