"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Coward                   Cedric Coward","SG","25","RK-1ST","$8,342,743","4.56%","$8,342,743","'-","'-","'-","'-"
"Clayton Jr.                   Walter Clayton Jr.","PG","25","RK-1ST","$6,752,312","3.69%","$6,752,312","'-","'-","'-","'-"
"Spencer                   Cam Spencer","SG","28","FA","$2,830,685","1.55%","$2,830,685","'-","'-","'-","'-"

