" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Rose                     Derrick Rose","PG","25","$17,632,688","30.05%","$17,632,688","$17,632,688","$17,632,688","'-","2017"
"2","Boozer                     Carlos Boozer","PF","32","$15,300,000","26.07%","$15,300,000","$15,300,000","$15,300,000","'-","2014"
"3","Noah                     Joakim Noah","C","28","$11,100,000","18.92%","$11,100,000","$11,100,000","$11,100,000","$11,100,000","2016"
"4","Gibson                     Taj Gibson","PF","28","$7,550,000","12.87%","$7,550,000","$7,550,000","$7,550,000","$7,550,000","2017"
"5","Hinrich                     Kirk Hinrich","SG","33","$4,059,000","6.92%","$4,059,000","$4,059,000","$4,059,000","'-","2014"
"6","Dunleavy                     Mike Dunleavy","SF","33","$3,183,000","5.42%","$3,183,000","$3,183,000","$3,183,000","$3,183,000","2015"
"7","Snell                     Tony Snell","SG","22","$1,409,040","2.40%","$1,409,040","$1,409,040","$1,409,040","'-","2017"
"8","Butler                     Jimmy Butler","SG","24","$1,112,880","1.90%","$1,112,880","$1,112,880","$1,112,880","$1,112,880","2027"
"9","Mohammed                     Nazr Mohammed","C","36","$884,293","1.51%","$884,293","$884,293","$1,399,507","'-","2014"
"10","Augustin                     D.J. Augustin","PG","26","$650,215","1.11%","$650,215","$650,215","$755,459","$755,459","2014"
"11","Fredette                     Jimmer Fredette","PG","24","$239,279","0.41%","$239,279","$239,279","$239,279","'-","2014"
"12","Brewer                     Ronnie Brewer","SF","28","$69,792","0.12%","$69,792","$69,792","$69,792","'-","2014"
"13","James                     Mike James","PG","38","$57,627","0.10%","$57,627","$57,627","$57,627","'-","2014"
"14","Amundson                     Louis Amundson","PF","31","$48,854","0.08%","$48,854","$48,854","$48,854","'-","2014"
"15","Smith                     Greg Smith","C","23","$15,605","0.03%","$15,605","$15,605","$15,605","'-","2015"

