" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Felton                     Raymond Felton","PG","38","$1,836,090","1.48%","","","","","Early Bird"
"2","Collison                     Nick Collison","PF","42","$1,836,090","1.48%","","","","","Non-Bird"
"3","Frazier Jr.                     Melvin Frazier Jr.","SF","26","$1,637,966","1.32%","","","","","Two-Way"
"4","Hervey                     Kevin Hervey","SF","26","$1,637,966","1.32%","","","","","Two-Way"

