" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Beal                     Bradley Beal","SG","25","$25,434,263","24.97%","$25,434,263","$25,434,263","$25,434,263","$25,434,263","2027"
"2","Parker                     Jabari Parker","PF","23","$20,000,000","19.63%","$20,000,000","$20,000,000","$7,231,638","$20,000,000","2020"
"3","Wall                     John Wall","PG","28","$19,169,800","18.82%","$19,169,800","$19,169,800","$19,169,800","$19,169,800",""
"4","Mahinmi                     Ian Mahinmi","C","32","$15,944,154","15.65%","$15,944,154","$15,944,154","$15,944,154","$15,944,154","2020"
"5","Ariza                     Trevor Ariza","SF","33","$15,000,000","14.72%","$15,000,000","$15,000,000","$9,915,254","$15,000,000","2019"
"6","Howard                     Dwight Howard","C","33","$5,337,000","5.24%","$5,337,000","$5,337,000","$5,337,000","$5,337,000","2020"
"7","Satoransky                     Tomas Satoransky","SG","27","$3,129,187","3.07%","$3,129,187","$3,129,187","$3,129,187","$3,129,187","2019"
"8","Dekker                     Sam Dekker","SF","24","$2,760,095","2.71%","$2,760,095","$2,760,095","$1,949,220","$2,760,095","2019"
"9","Brown Jr.                     Troy Brown Jr.","SF","19","$2,749,080","2.70%","$2,749,080","$2,749,080","$2,749,080","$2,749,080","2022"
"10","Portis                     Bobby Portis","PF","23","$2,494,346","2.45%","$2,494,346","$2,494,346","$901,910","$2,494,346","2028"
"11","Green                     Jeff Green","SF","32","$1,512,601","1.48%","$1,512,601","$1,512,601","$2,393,887","$2,393,887","2019"
"12","Bryant                     Thomas Bryant","C","21","$1,378,242","1.35%","$1,378,242","$1,378,242","$1,378,242","$1,378,242","2026"
"13","Randle                     Chasson Randle","PG","25","$869,094","0.85%","$869,094","$974,218","$869,094","$869,094","2019"
"14","McRae                     Jordan McRae","SG","27","$17,092","0.02%","$17,092","$17,092","$17,092","$17,092","2020"
"15","Phillip                     Tarik Phillip","G","25","$9,474","0.01%","$9,474","$17,092","$9,474","$9,474","2020"
"16","Robinson                     Devin Robinson","SF","23","Two-Way","'-","'-","'-","'-","$50,000","2019"

