" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Pekovic                     Nikola Pekovic","C","29","$12,100,000","19.19%","$12,100,000","$12,100,000","$12,100,000","'-","2018"
"2","Garnett                     Kevin Garnett","PF","38","$12,000,000","19.03%","$12,000,000","$12,000,000","$12,000,000","'-","2015"
"3","Martin                     Kevin Martin","SG","32","$6,792,500","10.77%","$6,792,500","$6,792,500","$6,792,500","'-","2017"
"4","Bennett                     Anthony Bennett","PF","21","$5,563,920","8.82%","$5,563,920","$5,563,920","$5,563,920","'-","2017"
"5","Wiggins                     Andrew Wiggins","SF","19","$5,510,640","8.74%","$5,510,640","$5,510,640","$5,510,640","$5,510,640","2027"
"6","Budinger                     Chase Budinger","SF","26","$5,000,000","7.93%","$5,000,000","$5,000,000","$5,000,000","'-","2016"
"7","Rubio                     Ricky Rubio","PG","24","$4,660,479","7.39%","$4,660,479","$4,660,479","$4,660,479","$4,660,479",""
"8","Neal                     Gary Neal","PG","30","$3,250,000","5.15%","$3,250,000","$3,250,000","$3,250,000","'-","2015"
"9","LaVine                     Zach LaVine","SG","19","$2,055,840","3.26%","$2,055,840","$2,055,840","$2,055,840","$2,055,840","2027"
"10","Muhammad                     Shabazz Muhammad","SF","22","$1,971,960","3.13%","$1,971,960","$1,971,960","$1,971,960","'-","2017"
"11","Payne                     Adreian Payne","PF","23","$1,855,320","2.94%","$1,855,320","$1,855,320","$1,855,320","'-","2017"
"12","Dieng                     Gorgui Dieng","C","25","$1,413,480","2.24%","$1,413,480","$1,413,480","$1,413,480","$1,413,480",""
"13","Hummel                     Robbie Hummel","SF","25","$880,000","1.40%","$880,000","$880,000","$880,000","'-","2015"
"14","Hamilton                     Justin Hamilton","C","24","$816,482","1.29%","$816,482","$816,482","$816,482","$816,482","2015"
"15","Brown                     Lorenzo Brown","PG","24","$268,959","0.43%","$268,959","$268,959","$268,959","'-","2016"
"16","Onuaku                     Arinze Onuaku","PF","27","$43,226","0.07%","$43,226","$43,226","$43,226","'-","2015"

