" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Edwards                     Anthony Edwards","SG","24","$45,550,512","29.45%","$45,550,512","$45,550,512","$45,550,512","$45,550,512","2029"
"2","Gobert                     Rudy Gobert","C","33","$35,000,000","22.63%","$35,000,000","$34,899,425","$35,000,000","$35,000,000","2028"
"3","Randle                     Julius Randle","PF","31","$30,864,198","19.96%","$30,864,198","$30,864,198","$30,864,198","$30,864,198","2028"
"4","McDaniels                     Jaden McDaniels","PF","25","$24,393,103","15.77%","$25,324,139","$24,393,103","$24,393,103","$24,393,103","2029"
"5","Reid                     Naz Reid","C","26","$21,551,724","13.94%","$21,551,724","$21,551,724","$21,551,724","$21,551,724","2030"
"6","DiVincenzo                     Donte DiVincenzo","SG","29","$11,990,000","7.75%","$12,740,000","$11,990,000","$11,990,000","$11,990,000","2027"
"7","Dosunmu                     Ayo Dosunmu","PG","26","$7,518,518","4.86%","$7,518,518","$7,518,518","$2,851,852","$7,518,518","2026"
"8","Beringer                     Joan Beringer","C","19","$4,201,080","2.72%","$4,201,080","$4,201,080","$4,201,080","$4,201,080","2029"
"9","Shannon Jr.                     Terrence Shannon Jr.","SG","25","$2,674,080","1.73%","$2,674,080","$2,674,080","$2,674,080","$2,674,080","2028"
"10","Ingles                     Joe Ingles","SF","38","$2,296,274","1.48%","$2,296,274","$2,296,274","$3,634,153","$3,634,153","2026"
"11","Hyland                     Nah'Shon Hyland","PG","25","$2,296,274","1.48%","$2,296,274","$2,296,274","$2,461,463","$425,000","2026"
"12","Phillips                     Julian Phillips","SF","22","$2,221,677","1.44%","$2,221,677","$2,221,677","$842,705","$2,221,677","2027"
"13","Clark                     Jaylen Clark","SG","24","$2,191,897","1.42%","$2,191,897","$2,191,897","$2,191,897","$2,191,897","2026"
"14","Conley                     Mike Conley","PG","38","$725,834","0.47%","$725,834","$725,834","$1,148,727","$1,148,727","2026"

