"Player (7)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"George                   Paul George","SG","38","FA","$63,851,550","34.89%","'-","","","Bird",""
"McCain                   Jared McCain","PG","24","RK-1ST","$20,352,804","11.12%","$10,210,325","","","Restricted Bird",""
"Bona                   Adem Bona","C","25","RK-2ND","$3,056,337","1.67%","'-","","","Bird",""
"Edwards                   Justin Edwards","SG","25","FA","$2,837,843","1.55%","'-","","","Bird",""
"Walker IV                   Lonnie Walker IV","SG","30","ROS","$2,717,496","1.48%","'-","","","Non-Bird",""
"Hood-Schifino                   Jalen Hood-Schifino","PG","25","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Dowtin                   Jeff Dowtin","PG","31","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $12,050,896"," "," "," "," "," "," "

