" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Stoudemire                     Amar'e Stoudemire","PF","32","$20,910,988","33.16%","$20,910,988","$20,910,988","$20,910,988","'-"
"2","Dalembert                     Samuel Dalembert","C","29","$1,984,245","3.15%","$1,984,245","$1,984,245","$1,984,245","'-"
"3","Moultrie                     Arnett Moultrie","PF","24","$1,136,160","1.80%","$1,136,160","$1,136,160","$1,136,160","'-"
"4","Amundson                     Louis Amundson","PF","32","$570,360","0.90%","$570,360","$570,360","$570,360","'-"
"5","World Peace                     Metta World Peace","SF","35","$555,166","0.88%","$555,166","$555,166","$555,166","'-"
"6","Thomas                     Lance Thomas","SF","26","$412,730","0.65%","$412,730","$412,730","$412,730","'-"
"7","Kirk                     Alex Kirk","C","23","$220,840","0.35%","$220,840","$220,840","$220,840","'-"
"8","Amundson                     Louis Amundson","PF","32","$53,838","0.09%","$53,838","$53,838","$77,076","'-"
"9","Amundson                     Louis Amundson","PF","32","$53,838","0.09%","$53,838","$53,838","$77,076","'-"
"10","Thomas                     Lance Thomas","SF","26","$53,838","0.09%","$53,838","$53,838","$55,774","$55,774"
"11","Thomas                     Lance Thomas","SF","26","$53,838","0.09%","$53,838","$53,838","$55,774","$55,774"
"12","Ledo                     Ricky Ledo","SG","22","$48,028","0.08%","$48,028","$48,028","$48,028","'-"
"13","Ledo                     Ricky Ledo","SG","22","$48,028","0.08%","$48,028","$48,028","$48,028","'-"
"14","Galloway                     Langston Galloway","PG","23","$31,000","0.05%","$31,000","$31,000","$31,000","'-"
"15","Galloway                     Langston Galloway","PG","23","$29,843","0.05%","$29,843","$29,843","$29,843","'-"
"16","Galloway                     Langston Galloway","PG","23","$29,843","0.05%","$29,843","$29,843","$29,843","'-"
"17","Vandenberg                     Jordan Vandenberg","C","24","$27,000","0.04%","$27,000","$27,000","$27,000","'-"

