" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Turner                     Evan Turner","SF","33","$27,909,834","24.83%","","","","","Bird"
"2","Brooks                     Aaron Brooks","PG","37","$1,669,178","1.48%","","","","",""

