" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Brunson                     Jalen Brunson","PG","26","$27,733,332","22.43%","$27,733,332","$27,733,332","$27,733,332","$27,733,332","2029"
"2","Randle                     Julius Randle","PF","28","$26,136,000","21.14%","$26,136,000","$26,136,000","$26,136,000","$23,760,000","2028"
"3","Fournier                     Evan Fournier","SG","30","$18,000,000","14.56%","$19,500,000","$18,000,000","$18,000,000","$18,000,000","2025"
"4","Robinson                     Mitchell Robinson","C","24","$17,045,454","13.78%","$17,045,454","$17,045,454","$17,045,454","$17,045,454","2026"
"5","Rose                     Derrick Rose","PG","34","$14,520,730","11.74%","$14,520,730","$14,520,730","$14,520,730","$14,520,730","2024"
"6","Hart                     Josh Hart","SG","27","$12,960,000","10.48%","$12,960,000","$12,960,000","$4,394,483","$12,960,000","2028"
"7","Barrett                     R.J. Barrett","SG","22","$10,900,635","8.82%","$10,900,635","$10,900,635","$10,900,635","$10,900,635","2027"
"8","Hartenstein                     Isaiah Hartenstein","C","24","$8,854,879","7.16%","$8,854,879","$8,854,879","$8,854,879","$7,804,879","2027"
"9","Toppin                     Obi Toppin","PF","24","$5,348,280","4.33%","$5,348,280","$5,348,280","$5,348,280","$5,348,280","2028"
"10","Quickley                     Immanuel Quickley","PG","23","$2,316,240","1.87%","$2,316,240","$2,316,240","$2,316,240","$2,316,240","2029"
"11","Grimes                     Quentin Grimes","SG","22","$2,277,000","1.84%","$2,277,000","$2,277,000","$2,277,000","$2,277,000","2026"
"12","Sims                     Jericho Sims","C","24","$1,637,966","1.32%","$1,637,966","$1,637,966","$1,637,966","$1,637,966","2027"
"13","McBride                     Miles McBride","PG","22","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2027"
"14","Roby                     Isaiah Roby","PF","24","$400,000","0.32%","$400,000","$400,000","$400,000","$400,000","2024"
"15","Jeffries                     DaQuan Jeffries","SG","25","$300,000","0.24%","$300,000","$300,000","$300,000","$300,000","2024"
"16","Washington Jr.                     Duane Washington Jr.","PG","22","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Keels                     Trevor Keels","PG","19","Two-Way","'-","'-","'-","'-","'-","2023"

