" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Maggette                     Corey Maggette","SF","33","$10,924,138","18.82%","$10,924,138","$10,924,138","$10,924,138","'-","2013"
"2","Calderon                     Jose Calderon","PG","31","$10,561,983","18.20%","$10,561,983","$10,561,983","$10,561,983","'-","2013"
"3","Stuckey                     Rodney Stuckey","PG","26","$8,500,000","14.64%","$8,500,000","$8,500,000","$8,500,000","'-","2014"
"4","Villanueva                     Charlie Villanueva","PF","28","$8,060,000","13.89%","$8,060,000","$8,060,000","$8,060,000","'-","2014"
"5","Maxiell                     Jason Maxiell","PF","29","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,000,000","'-","2013"
"6","Jerebko                     Jonas Jerebko","PF","25","$4,500,000","7.75%","$4,500,000","$4,500,000","$4,500,000","'-","2015"
"7","Bynum                     Will Bynum","PG","30","$3,250,000","5.60%","$3,250,000","$3,250,000","$3,250,000","'-","2013"
"8","Monroe                     Greg Monroe","C","22","$3,217,680","5.54%","$3,217,680","$3,217,680","$3,217,680","'-","2014"
"9","Knight                     Brandon Knight","PG","21","$2,678,640","4.61%","$2,678,640","$2,678,640","$2,678,640","$2,678,640","2015"
"10","Drummond                     Andre Drummond","C","19","$2,356,320","4.06%","$2,356,320","$2,356,320","$2,356,320","$2,356,320","2016"
"11","Kravtsov                     Vyacheslav Kravtsov","C","25","$1,500,000","2.58%","$1,500,000","$1,500,000","'-","'-","2014"
"12","Singler                     Kyle Singler","SF","24","$1,000,000","1.72%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2015"
"13","Middleton                     Khris Middleton","SF","21","$473,604","0.82%","$473,604","$473,604","$473,604","$473,604","2026"
"14","English                     Kim English","SG","24","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2014"

