" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jean-Charles                     Livio Jean-Charles","PF","21","$924,800","1.47%","","","","",""
"2","McGrady                     Tracy McGrady","SG","35","$884,293","1.40%","","","","",""

