" ","Player (13)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Calderon                     Jose Calderon","PG","30","$9,780,992","16.85%","$9,780,992","$9,780,992","$7,872,506","'-","2013"
"2","Bargnani                     Andrea Bargnani","C","26","$9,250,000","15.94%","$9,250,000","$9,250,000","$7,445,122","'-","2015"
"3","Barbosa                     Leandro Barbosa","SG","29","$7,600,000","13.09%","$7,600,000","$7,600,000","$6,117,073","'-","2012"
"4","Johnson                     Amir Johnson","PF","24","$5,500,000","9.48%","$5,500,000","$5,500,000","$4,426,829","$4,426,829","2015"
"5","Kleiza                     Linas Kleiza","SF","27","$4,605,000","7.93%","$4,605,000","$4,605,000","$3,706,463","'-","2013"
"6","Bayless                     Jerryd Bayless","PG","23","$3,042,280","5.24%","$3,042,280","$3,042,280","$2,448,664","$2,448,664","2012"
"7","Gray                     Aaron Gray","C","27","$2,500,000","4.31%","$2,500,000","$2,500,000","$2,012,195","'-","2012"
"8","DeRozan                     DeMar DeRozan","SG","22","$2,112,805","3.64%","$2,112,805","$2,112,805","$2,112,805","$2,112,805","2027"
"9","Davis                     Ed Davis","PF","22","$2,063,040","3.55%","$2,063,040","$2,063,040","$1,660,496","$1,660,496","2014"
"10","Johnson                     James Johnson","PF","24","$1,833,120","3.16%","$1,833,120","$1,833,120","$1,475,438","$1,475,438","2013"
"11","Forbes                     Gary Forbes","SF","26","$1,500,000","2.58%","$1,500,000","$1,500,000","$1,207,317","'-","2012"
"12","Alabi                     Solomon Alabi","C","23","$830,000","1.43%","$830,000","$830,000","$668,049","'-","2012"
"13","Anderson                     Alan Anderson","SG","29","$75,793","0.13%","$75,793","$75,793","$75,793","'-","2012"

