"Player (4 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Embiid                   Joel Embiid","C","34","VET-EXT","$67,396,000","36.83%","$67,396,000","'-","'-","'-","$67,396,000"
"Maxey                   Tyrese Maxey","PG","28","FA","$46,394,040","25.35%","$46,394,040","'-","'-","'-","$46,394,040"
"Edgecombe                   VJ Edgecombe","SG","23","RK-1ST","$15,445,878","8.44%","$15,445,878","'-","'-","'-","'-"
"Broome                   Johni Broome","C","26","RK-2ND","$2,735,698","1.49%","$2,735,698","'-","'-","'-","'-"

