" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lowry                     Kyle Lowry","PG","32","$32,700,000","32.10%","$32,700,000","$32,700,000","$32,700,000","$31,000,000","2020"
"2","Gasol                     Marc Gasol","C","34","$24,119,025","23.68%","$24,119,025","$24,119,025","$8,584,738","$24,119,025","2020"
"3","Leonard                     Kawhi Leonard","SF","27","$23,114,066","22.69%","$23,114,066","$23,114,066","$20,099,188","$23,114,066","2027"
"4","Ibaka                     Serge Ibaka","PF","29","$21,666,667","21.27%","$21,666,667","$21,442,530","$21,666,667","$21,666,667","2020"
"5","Green                     Danny Green","SG","31","$10,000,000","9.82%","$10,000,000","$10,000,000","$10,000,000","$10,000,000","2019"
"6","Powell                     Norman Powell","SG","25","$9,367,200","9.20%","$9,367,200","$9,367,200","$9,367,200","$9,367,200","2026"
"7","VanVleet                     Fred VanVleet","PG","24","$8,653,847","8.50%","$8,653,847","$8,653,847","$8,653,847","$8,653,847","2027"
"8","Anunoby                     OG Anunoby","SF","21","$1,952,760","1.92%","$1,952,760","$1,952,760","$1,952,760","$1,952,760","2029"
"9","Siakam                     Pascal Siakam","PF","24","$1,544,951","1.52%","$1,544,951","$1,544,951","$1,544,951","$1,544,951","2028"
"10","McCaw                     Patrick McCaw","SG","23","$786,211","0.77%","$786,211","$786,211","$786,211","$786,211","2019"
"11","Lin                     Jeremy Lin","PG","30","$487,109","0.48%","$487,109","$487,109","$697,358","$697,358","2019"
"12","Miller                     Malcolm Miller","SF","25","$457,418","0.45%","$457,418","$521,292","$457,418","$457,418","2020"
"13","Boucher                     Chris Boucher","PF","26","$457,418","0.45%","$457,418","$512,746","$457,418","$457,418","2026"
"14","Meeks                     Jodie Meeks","SG","31","$136,732","0.13%","$136,732","$136,732","$196,724","$196,724","2019"
"15","Moreland                     Eric Moreland","PF","27","$17,092","0.02%","$17,092","$17,092","$17,706","$17,706","2019"
"16","Loyd                     Jordan Loyd","G","25","Two-Way","'-","'-","'-","'-","'-","2020"

