" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Sessions                     Ramon Sessions","PG","32","$1,544,951","1.52%","","","","",""
"2","Lawson                     Ty Lawson","PG","31","$1,544,951","1.52%","","","","",""
"","Round 2, Pick #44","","","                                                   -"," "," "," "," "," "," "

