" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Roberts                     Brian Roberts","PG","32","$1,471,382","1.48%","","","","",""
"2","Wood                     Christian Wood","PF","22","$1,471,382","1.48%","","","","",""

