" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Frye                     Channing Frye","PF","36","$1,618,486","1.48%","","","","",""
"2","Stauskas                     Nik Stauskas","SG","26","$1,618,486","1.48%","","","","",""

