" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lillard                     Damian Lillard","PG","30","$31,626,953","28.98%","$31,626,953","$31,626,953","$31,626,953","$31,626,953","2028"
"2","McCollum                     C.J. McCollum","SG","29","$29,354,152","26.90%","$29,354,152","$29,354,152","$29,354,152","$29,354,152","2026"
"3","Nurkic                     Jusuf Nurkic","C","26","$12,888,889","11.81%","$14,138,889","$12,888,889","$12,888,889","$12,888,889","2026"
"4","Covington                     Robert Covington","PF","30","$12,138,345","11.12%","$12,138,345","$12,138,345","$12,138,345","$12,138,345","2022"
"5","Powell                     Norman Powell","SG","27","$10,865,952","9.96%","$10,865,952","$10,865,952","$3,944,489","$10,865,952","2026"
"6","Jones Jr.                     Derrick Jones Jr.","SF","23","$9,258,000","8.48%","$9,258,000","$9,258,000","$9,258,000","$9,258,000","2027"
"7","Collins                     Zach Collins","C","23","$5,406,255","4.95%","$5,406,255","$5,406,255","$5,406,255","$5,406,255","2026"
"8","Freedom                     Enes Freedom","C","28","$5,005,350","4.59%","$5,005,350","$5,005,350","$5,005,350","$5,005,350","2021"
"9","Simons                     Anfernee Simons","SG","21","$2,252,040","2.06%","$2,252,040","$2,252,040","$2,252,040","$2,252,040","2026"
"10","Little                     Nassir Little","SF","20","$2,210,640","2.03%","$2,210,640","$2,210,640","$2,210,640","$2,210,640",""
"11","Anthony                     Carmelo Anthony","PF","36","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,564,753","$2,564,753","2021"
"12","Giles                     Harry Giles","C","22","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,678,854","$1,678,854","2021"
"13","Elleby                     CJ Elleby","SF","20","$898,310","0.82%","$898,310","$898,310","$898,310","$898,310","2022"
"14","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","26","$210,895","0.19%","$210,895","$210,895","$245,031","$245,031","2021"
"15","Leaf                     TJ Leaf","PF","23","Two-Way","'-","'-","'-","'-","'-","2021"
"16","Blevins                     Keljin Blevins","G","25","Two-Way","'-","'-","'-","'-","'-","2021"

