" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Rondo                     Rajon Rondo","PG","36","$1,836,090","1.48%","","","","","Non-Bird"
"2","Davis                     Ed Davis","C","33","$1,836,090","1.48%","","","","","Non-Bird"
"3","Goodwin                     Brandon Goodwin","PG","27","$1,637,966","1.32%","","","","","Two-Way"
"","Round 2, Pick #39","","","                                                   -"," "," "," "," "," "," "

