"Player (4)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Finney-Smith                   Dorian Finney-Smith","PF","36","FA","$20,002,500","10.41%","'-","","","Bird",""
"Marjanovic                   Boban Marjanovic","C","41","FA","$2,853,371","1.48%","'-","","","Bird",""
"Bullock                   Reggie Bullock","SF","38","FA","$2,853,371","1.48%","'-","","","Non-Bird",""
"McVeigh                   Jack McVeigh","F","33","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $15,816,800"," "," "," "," "," "," "

