" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Nwora                     Jordan Nwora","SF","26","$5,700,000","4.05%","","","","","Bird"
"2","Barton                     Will Barton","SG","34","$2,087,519","1.48%","","","","","Non-Bird"

