"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Demin                   Egor Demin","PG","23","RK-1ST","$28,918,566","15.05%","$13,958,028","","","Restricted Bird",""
"Traore                   Nolan Traore","PG","23","RK-1ST","$19,371,846","10.08%","$9,853,812","","","Restricted Bird",""
"Powell                   Drake Powell","SF","24","RK-1ST","$18,305,496","9.53%","$9,445,637","","","Restricted Bird",""
"Saraf                   Ben Saraf","PG","23","RK-1ST","$17,162,328","8.93%","$9,015,943","","","Restricted Bird",""
"Wolf                   Danny Wolf","PF","25","RK-1ST","$16,678,920","8.68%","$8,800,910","","","Restricted Bird",""
"Milutinov                   Nikola Milutinov","C","35","","'-","'-","'-","","","",""
"Incomplete Roster Charge"," "," "," ","                                   $18,980,160"," "," "," "," "," "," "

