" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Matthews                     Wesley Matthews","SG","39","$2,296,274","1.48%","","","","","Non-Bird"
"2","Forrest                     Trent Forrest","PG","27","$2,296,274","1.48%","","","","","Early Bird"
"3","Windler                     Dylan Windler","SF","29","$2,048,494","1.32%","","","","","Two-Way"

