" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Doncic                     Luka Doncic","PG","24","$40,064,220","29.45%","$40,064,220","$40,064,220","$40,064,220","$40,064,220","2029"
"2","Irving                     Kyrie Irving","PG","31","$38,037,037","27.96%","$39,037,037","$38,037,037","$38,037,037","$37,037,037","2028"
"3","Hardaway Jr.                     Tim Hardaway Jr.","SG","31","$17,897,728","13.16%","$17,897,728","$17,897,728","$17,897,728","$17,897,728","2026"
"4","Washington                     PJ Washington","PF","25","$16,847,826","12.39%","$17,347,826","$16,847,826","$6,390,555","$16,847,826","2030"
"5","Gafford                     Daniel Gafford","C","25","$12,402,000","9.12%","$12,402,000","$12,402,000","$4,704,207","$12,402,000","2029"
"6","Kleber                     Maxi Kleber","PF","32","$11,000,000","8.09%","$11,000,000","$11,000,000","$11,000,000","$11,000,000","2026"
"7","Lively II                     Dereck Lively II","C","19","$4,775,640","3.51%","$4,775,640","$4,775,640","$4,775,640","$4,775,640","2027"
"8","Green                     Josh Green","SG","23","$4,765,339","3.50%","$4,765,339","$4,765,339","$4,765,339","$4,765,339",""
"9","Powell                     Dwight Powell","C","32","$4,000,000","2.94%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2026"
"10","Exum                     Dante Exum","PG","28","$3,000,000","2.21%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2026"
"11","Prosper                     Olivier-Maxence Prosper","PF","21","$2,733,720","2.01%","$2,733,720","$2,733,720","$2,733,720","$2,733,720","2026"
"12","Morris                     Markieff Morris","PF","34","$2,019,706","1.48%","$2,019,706","$2,019,706","$3,196,448","$3,196,448","2024"
"13","Jones Jr.                     Derrick Jones Jr.","SF","26","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,709,849","$2,709,849","2027"
"14","Hardy                     Jaden Hardy","SG","21","$1,719,864","1.26%","$1,719,864","$1,719,864","$1,719,864","$1,719,864",""
"15","Lawson                     A.J. Lawson","F","23","$1,000,000","0.74%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2026"
"16","Brown III                     Greg Brown III","PF","22","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Williams                     Brandon Williams","PG","24","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Fudge                     Alex Fudge","F","20","Two-Way","'-","'-","'-","'-","'-","2025"

