" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Black                     Anthony Black","SG","24","$30,318,948","17.39%","","","","","Restricted Bird"
"2","Bitadze                     Goga Bitadze","C","28","$14,456,522","8.29%","","","","","Bird"
"3","Joseph                     Cory Joseph","PG","36","$2,588,091","1.48%","","","","","Non-Bird"
"4","Queen                     Trevelin Queen","SG","30","$2,308,823","1.32%","","","","","Two-Way"
"5","McClung                     Mac McClung","PG","29","$2,308,823","1.32%","","","","","Two-Way"
"Incomplete Roster Charge","","","","                                                   $4,303,890"," "," "," "," "," "," "

