"Player (2)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Sharpe                   Shaedon Sharpe","SG","27","RK-EXT","$37,366,070","18.52%","'-","","","Bird",""
"Camara                   Toumani Camara","PF","30","VET-EXT","$33,629,463","16.67%","'-","","","Bird",""

