"Player (4)","Pos","","","Cap Hit","Cap Hit Pct                 League Cap","","","","",""
"Ferrell                   Yogi Ferrell","PG","","","$110,998","0.10%","","","","",""
"Cousins                   DeMarcus Cousins","C","","","$110,998","0.10%","","","","",""
"Cousins                   DeMarcus Cousins","C","","","$110,998","0.10%","","","","",""
"Fitts                   Malik Fitts","PF","","","$61,528","0.06%","","","","",""

